Source (A),Source (B),Source (C),Source (D),Source (E),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
10536148,2,4,"No because we won’t see none of the animals we can’t pet good Animals we will be mad very mad if people cut the rainforest. ",1,25,8.69,65.56,1.00,1.00,25.00,16.00,88.00,60.00,12.00,12.00,0.00,12.00,0.00,0.00,0.00,0.00,8.00,4.00,12.00,4.00,8.00,16.00,16.00,0.00,0.00,0.00,0.00,4.00,16.00,4.00,12.00,0.00,8.00,0.00,16.00,0.00,0.00,0.00,0.00,12.00,0.00,4.00,4.00,4.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,12.00,0.00,0.00,4.00,0.00,0.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00
10536151,2,4,No because that not good to cut down the rainforest monkeys go on there monkey go there.,1,17,74.42,3.89,91.95,25.77,17.00,17.65,94.12,58.82,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,17.65,0.00,11.76,5.88,11.76,11.76,0.00,0.00,0.00,0.00,0.00,11.76,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,5.88,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,5.88,5.88,0.00,0.00,11.76,0.00,23.53,11.76,11.76,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10536157,3,8,"No, because if they do organisms seen no where else will be extinct. Much of the world will be wasted! We have lost enough rainforests. That’s why I think no. ",1,30,1.05,15.86,23.51,1.03,7.50,13.33,83.33,63.33,13.33,10.00,3.33,3.33,0.00,0.00,3.33,3.33,3.33,3.33,23.33,6.67,6.67,10.00,33.33,0.00,0.00,6.67,0.00,3.33,3.33,0.00,3.33,0.00,0.00,3.33,6.67,0.00,0.00,0.00,0.00,16.67,3.33,6.67,3.33,3.33,0.00,6.67,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,3.33,0.00,0.00,0.00,6.67,20.00,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,3.33,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,0.00
10616101,2,3,"Opinion No, people should not cut down trees. It is not nice to do that. Evidence People ordered to cut half of all the trees in the rainforest. Closure.",1,29,89.42,15.04,26.55,1.00,7.25,17.24,86.21,51.72,6.90,0.00,0.00,0.00,0.00,0.00,0.00,6.90,6.90,17.24,10.34,0.00,0.00,10.34,10.34,3.45,0.00,0.00,3.45,3.45,10.34,3.45,6.90,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,24.14,6.90,0.00,3.45,3.45,3.45,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,3.45,0.00,0.00,0.00,6.90,0.00,6.90,0.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,13.79,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616102,1,0,They do to cut trees this is why,1,8,1.92,89.42,1.00,1.00,8.00,0.00,87.50,75.00,25.00,12.50,0.00,0.00,0.00,0.00,12.50,12.50,0.00,12.50,25.00,12.50,0.00,0.00,25.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616114,3,7,No because the whole rainforest will be destroyed and we won’t have a rainforest. It won’t be here no more and the animals will be extinct and the trees will be extinct too.,1,33,1.00,27.23,1.00,1.59,16.50,21.21,81.82,72.73,6.06,3.03,0.00,3.03,0.00,0.00,0.00,3.03,12.12,0.00,30.30,6.06,12.12,12.12,30.30,3.03,3.03,0.00,0.00,6.06,3.03,0.00,3.03,0.00,3.03,0.00,3.03,0.00,0.00,0.00,0.00,3.03,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,3.03,0.00,3.03,0.00,0.00,0.00,15.15,15.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.12,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,0.00,0.00
10616115,1,1,"People should not be allowed to cut down trees in the rainforest. ",1,12,98.14,20.24,23.51,1.00,12.00,16.67,83.33,58.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,25.00,16.67,0.00,0.00,8.33,16.67,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,25.00,0.00,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,8.33,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616116,2,4,"People should allowed to cut down trees in the rainforest because we need a home and other things that are made of wood. ",1,23,80.93,80.77,1.00,1.00,23.00,13.04,86.96,60.87,17.39,4.35,0.00,4.35,0.00,0.00,0.00,13.04,8.70,17.39,8.70,0.00,8.70,0.00,17.39,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,26.09,0.00,13.04,8.70,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,4.35,0.00,8.70,0.00,0.00,4.35,8.70,0.00,8.70,0.00,8.70,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616117,3,7,"Opinion - No I do not think they should not cut the trees. Reason not, because the animals need to stay alive. Evidence - If the animals don’t survive we won’t have peaceful and pretty noise. My conclusion is: If birds are not existing we will not hear chirping or not get to bird watch or get to be happy!",1,58,9.08,1.00,59.31,85.87,14.50,17.24,87.93,56.90,8.62,8.62,3.45,3.45,0.00,0.00,1.72,0.00,5.17,5.17,15.52,0.00,10.34,15.52,25.86,5.17,0.00,0.00,0.00,0.00,6.90,5.17,1.72,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,32.76,6.90,3.45,6.90,10.34,0.00,17.24,5.17,1.72,3.45,0.00,1.72,0.00,1.72,0.00,0.00,8.62,3.45,1.72,0.00,3.45,0.00,0.00,22.41,3.45,1.72,1.72,1.72,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,0.00,0.00,17.24,5.17,1.72,1.72,0.00,0.00,1.72,3.45,0.00,3.45,0.00,0.00
10616121,3,7,"I think they should not be able to cut down trees because the animals need a home. And what if the world did not have a home we would not be happy so animals do need a home. ",1,38,22.39,9.43,1.52,25.77,19.00,7.89,92.11,65.79,10.53,7.89,2.63,2.63,0.00,0.00,2.63,2.63,13.16,5.26,18.42,2.63,10.53,7.89,26.32,2.63,0.00,2.63,0.00,0.00,5.26,2.63,2.63,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,26.32,2.63,2.63,13.16,2.63,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.89,2.63,2.63,2.63,0.00,0.00,2.63,18.42,0.00,5.26,0.00,5.26,0.00,0.00,0.00,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616128,1,1,Yes should people be allowed to cut down trees in the rainforest by people who do not have shelter.,1,19,86.88,70.08,4.05,1.00,19.00,15.79,84.21,57.89,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,21.05,21.05,0.00,0.00,5.26,21.05,0.00,0.00,5.26,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,15.79,0.00,0.00,0.00,0.00,15.79,0.00,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,10.53,0.00,0.00,0.00,15.79,0.00,10.53,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616129,1,1,"People should not cut trees. The will curse animals. ",1,9,46.37,13.32,1.00,1.00,4.50,11.11,77.78,44.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,22.22,0.00,0.00,11.11,22.22,0.00,0.00,0.00,0.00,0.00,22.22,0.00,22.22,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616140,2,4,No people should not be allowed to cut down trees in the rainforest because if they do monkeys will become extinct forever. And if they do monkeys will lose their lives and that’s why I think people should,1,38,2.97,39.61,9.58,1.00,19.00,18.42,92.11,65.79,13.16,10.53,2.63,0.00,0.00,0.00,7.89,2.63,2.63,7.89,23.68,2.63,13.16,5.26,31.58,0.00,0.00,2.63,0.00,0.00,5.26,0.00,5.26,0.00,0.00,2.63,13.16,0.00,0.00,0.00,0.00,28.95,5.26,7.89,10.53,5.26,2.63,7.89,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,0.00,7.89,0.00,2.63,5.26,0.00,2.63,0.00,21.05,5.26,7.89,0.00,5.26,2.63,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00
10616142,1,1,Because there are monkeys that need trees to climb on.,1,10,52.71,50.00,3.37,25.77,10.00,20.00,90.00,60.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00,10.00,10.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616143,1,1,I do not think that people should be allowed to cut down trees in the rainforest.,1,16,72.69,10.58,74.76,1.00,16.00,12.50,87.50,62.50,12.50,6.25,6.25,0.00,0.00,0.00,0.00,6.25,6.25,18.75,18.75,0.00,0.00,6.25,25.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,25.00,6.25,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,18.75,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616144,1,0,I can see trees and on the and the trees and trees a I trees a and she trees as trees and trees a trees a trees.,1,27,83.33,35.54,1.22,25.77,27.00,0.00,66.67,62.96,11.11,11.11,7.41,0.00,0.00,3.70,0.00,0.00,22.22,7.41,3.70,0.00,22.22,0.00,3.70,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616149,2,4,I think people cannot cut down trees because spider monkey need habitat and hunt food to survive in the rainforest and stay in the rainforest to have home to stay at.,1,31,97.44,25.93,78.86,1.23,31.00,16.13,80.65,48.39,3.23,3.23,3.23,0.00,0.00,0.00,0.00,0.00,6.45,22.58,6.45,0.00,9.68,3.23,19.35,0.00,0.00,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,12.90,3.23,3.23,3.23,0.00,0.00,3.23,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,3.23,6.45,0.00,3.23,3.23,0.00,0.00,0.00,19.35,0.00,19.35,6.45,19.35,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616151,2,4,No people should not be able to cut down rainforest trees. If they do then spider monkeys will be in danger.,1,21,18.82,17.04,13.15,1.00,10.50,9.52,85.71,61.90,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,14.29,23.81,0.00,9.52,9.52,23.81,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,14.29,0.00,0.00,9.52,4.76,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,4.76,4.76,0.00,4.76,0.00,14.29,9.52,14.29,0.00,9.52,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616155,1,2,"Yes because they have a lot of grass and trees to be allowed to cut down trees in the rainforest. ",1,20,98.58,69.14,3.37,1.00,20.00,15.00,80.00,60.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,10.00,25.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10616160,1,0,I should people kill trees because,1,6,1.92,50.00,1.00,1.00,6.00,16.67,83.33,50.00,16.67,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,33.33,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10620105,3,7,No they are not allowed to cut down trees because trees give us air and the spider monkeys have homes and if they cut the trees the animals could die without the trees.,1,33,57.84,38.08,2.40,1.00,33.00,15.15,81.82,57.58,9.09,9.09,0.00,3.03,0.00,0.00,6.06,0.00,12.12,9.09,9.09,0.00,12.12,9.09,15.15,0.00,0.00,0.00,0.00,0.00,6.06,0.00,6.06,0.00,0.00,0.00,12.12,0.00,0.00,0.00,0.00,18.18,0.00,6.06,6.06,3.03,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,3.03,0.00,6.06,0.00,0.00,0.00,12.12,0.00,6.06,0.00,6.06,0.00,0.00,0.00,3.03,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10620106,1,1,Please don’t kill the trees.,1,5,52.71,2.31,1.00,25.77,5.00,0.00,80.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,40.00,20.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00
10620109,2,4,No because when they cut the tree the baby monkey will not eat food.,1,14,14.58,23.75,13.15,1.00,14.00,7.14,92.86,57.14,7.14,7.14,0.00,0.00,0.00,0.00,7.14,0.00,14.29,0.00,7.14,7.14,14.29,14.29,14.29,0.00,0.00,7.14,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,14.29,7.14,0.00,0.00,0.00,14.29,0.00,7.14,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10620110,2,3,No because this is not safe for destroying things like cutting trees and they work on it and how or they or going to leave it as like family and how or they or going to need food to eat,1,40,11.86,22.67,43.37,25.77,40.00,7.50,95.00,70.00,17.50,7.50,0.00,0.00,0.00,0.00,7.50,10.00,0.00,20.00,2.50,5.00,27.50,5.00,15.00,5.00,7.50,5.00,0.00,0.00,5.00,2.50,2.50,0.00,2.50,0.00,10.00,2.50,0.00,0.00,0.00,22.50,0.00,7.50,2.50,10.00,0.00,12.50,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,10.00,2.50,2.50,2.50,0.00,2.50,0.00,12.50,5.00,10.00,7.50,2.50,0.00,2.50,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10620120,2,4,"No picture you're not allowed because the monkeys will be upset. They will die. They need air to breathe. ",1,19,6.56,70.08,1.00,1.00,6.33,26.32,100.00,57.89,15.79,15.79,0.00,0.00,5.26,0.00,10.53,0.00,5.26,5.26,21.05,0.00,5.26,10.53,31.58,5.26,0.00,0.00,0.00,0.00,5.26,0.00,5.26,5.26,0.00,0.00,15.79,0.00,0.00,0.00,0.00,21.05,0.00,10.53,5.26,0.00,0.00,5.26,5.26,5.26,0.00,0.00,5.26,5.26,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,21.05,10.53,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,21.05,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
10620132,3,6,"Yes because they need homes. They need to survive and they need roads to go to the store. And people should grow trees the end. ",1,25,82.26,94.50,1.00,25.77,8.33,8.00,96.00,48.00,12.00,12.00,0.00,0.00,0.00,0.00,12.00,0.00,8.00,12.00,4.00,0.00,12.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,20.00,0.00,4.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,20.00,0.00,16.00,8.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10620133,2,4,No they should not be allowed to cut tree because we need air and they will be extinct and monkeys cannot have food and that they should not be allowed to cut tree.,1,33,1.00,27.23,1.00,1.00,33.00,15.15,90.91,66.67,15.15,12.12,0.00,3.03,0.00,0.00,9.09,3.03,0.00,6.06,24.24,0.00,12.12,12.12,27.27,0.00,0.00,0.00,0.00,0.00,6.06,0.00,6.06,0.00,0.00,0.00,12.12,0.00,0.00,0.00,0.00,27.27,0.00,9.09,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,3.03,9.09,3.03,0.00,6.06,0.00,0.00,0.00,18.18,3.03,3.03,0.00,3.03,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10620134,1,1,Yes they have to cut trees because or they don’t cut trees they won’t be safe from the wind and they need food and air that way they have to cut trees.,1,32,7.99,73.40,1.00,1.00,32.00,3.12,87.50,59.38,18.75,15.62,0.00,0.00,0.00,0.00,15.62,3.12,3.12,9.38,15.62,0.00,12.50,6.25,18.75,3.12,0.00,0.00,0.00,0.00,12.50,3.12,9.38,0.00,0.00,0.00,15.62,0.00,0.00,0.00,0.00,9.38,0.00,3.12,3.12,3.12,0.00,3.12,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,3.12,3.12,0.00,0.00,0.00,0.00,3.12,0.00,15.62,3.12,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,3.12,0.00,0.00,9.38,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00
10620135,2,4,No because the monkeys won’t have homes.,1,7,1.00,1.00,1.00,25.77,7.00,28.57,100.00,71.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,28.57,0.00,14.29,28.57,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00
10620136,2,4,"Yes should be allowed to cut down the rainforest because you need it, houses and streets.",1,16,56.25,89.42,1.00,1.00,16.00,25.00,93.75,56.25,12.50,6.25,0.00,0.00,6.25,0.00,0.00,6.25,6.25,12.50,12.50,0.00,12.50,0.00,18.75,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,25.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,12.50,0.00,12.50,0.00,12.50,0.00,0.00,0.00,6.25,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,12.50,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10620141,2,5,No people should not cut down trees because the animals will die if they cut the trees. 1 reason. And because the people will die. 2 reason. And because they will not have leaves. And that is why people should not cut trees.,1,43,6.78,24.26,5.92,1.00,7.17,9.30,86.05,60.47,6.98,4.65,0.00,0.00,0.00,0.00,4.65,2.33,6.98,2.33,16.28,2.33,16.28,9.30,20.93,0.00,0.00,2.33,4.65,0.00,6.98,0.00,6.98,0.00,0.00,0.00,11.63,0.00,0.00,0.00,0.00,27.91,4.65,13.95,6.98,2.33,0.00,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,2.33,0.00,0.00,0.00,9.30,6.98,4.65,2.33,2.33,0.00,0.00,0.00,0.00,0.00,0.00,4.65,0.00,0.00,0.00,0.00,0.00,0.00,13.95,13.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10620146,2,3,No because we need animals so we can see the animals for the zoo or places where you can see all of the animals.,1,24,38.60,95.20,1.79,25.77,24.00,16.67,83.33,62.50,12.50,12.50,0.00,8.33,4.17,0.00,0.00,0.00,12.50,8.33,8.33,8.33,12.50,4.17,12.50,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,16.67,0.00,4.17,4.17,4.17,4.17,4.17,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,20.83,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
