ID,s_id,grade,subject,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
2747,3501,2,science,83,3.82,54.79,18.69,25.77,83,6.02,90.36,62.65,12.05,6.02,1.2,0,1.2,0,3.61,6.02,4.82,4.82,12.05,7.23,24.1,0,16.87,6.02,0,1.2,0,4.82,0,0,0,0,0,0,4.82,0,0,0,0,15.66,2.41,3.61,0,4.82,2.41,3.61,2.41,0,0,2.41,4.82,0,0,0,4.82,2.41,0,0,2.41,0,0,1.2,18.07,1.2,8.43,1.2,3.61,3.61,0,1.2,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0
2748,3501,2,social,92,22.51,80.77,6.6,99,46,10.87,89.13,56.52,14.13,13.04,8.7,0,1.09,1.09,2.17,1.09,3.26,9.78,10.87,4.35,14.13,1.09,13.04,3.26,1.09,2.17,1.09,2.17,6.52,6.52,0,0,0,0,18.48,6.52,0,5.43,2.17,9.78,0,2.17,4.35,0,2.17,1.09,1.09,0,0,1.09,3.26,0,0,0,0,5.43,4.35,0,0,1.09,0,1.09,11.96,0,7.61,1.09,4.35,2.17,5.43,0,0,0,0,0,1.09,0,0,1.09,0,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0
2749,3504,2,science,49,7.8,1.3,82.17,99,9.8,16.33,87.76,57.14,16.33,10.2,8.16,0,0,0,2.04,6.12,10.2,2.04,12.24,6.12,14.29,4.08,14.29,8.16,4.08,2.04,0,4.08,14.29,12.24,2.04,0,2.04,0,2.04,0,0,0,0,26.53,0,6.12,4.08,4.08,4.08,12.24,0,0,0,0,0,0,0,0,0,4.08,0,0,4.08,0,0,0,10.2,2.04,10.2,0,10.2,0,2.04,0,0,0,0,2.04,6.12,0,0,6.12,0,0,16.33,10.2,2.04,0,0,0,0,0,0,4.08,0,0
2750,3507,1,science,29,1.47,50,1,25.77,7.25,17.24,89.66,72.41,20.69,13.79,0,0,0,0,13.79,6.9,3.45,13.79,10.34,13.79,13.79,10.34,20.69,0,0,0,0,0,6.9,3.45,3.45,0,0,0,17.24,3.45,0,0,0,24.14,0,3.45,6.9,3.45,3.45,6.9,0,0,0,0,0,0,0,0,0,3.45,0,0,3.45,0,0,0,17.24,0,6.9,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,17.24,13.79,0,0,0,0,0,0,0,3.45,0,0
2751,3507,1,social,24,1,10.58,23.51,1,8,16.67,87.5,66.67,33.33,25,12.5,0,0,12.5,0,8.33,0,8.33,4.17,8.33,16.67,0,16.67,4.17,4.17,0,0,0,4.17,0,4.17,0,0,4.17,12.5,0,0,12.5,0,25,4.17,8.33,0,0,0,12.5,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
2752,3510,2,science,62,36.43,7.34,70.28,7.28,12.4,25.81,79.03,48.39,4.84,3.23,3.23,0,0,0,0,1.61,8.06,6.45,9.68,8.06,11.29,6.45,27.42,0,0,3.23,0,3.23,1.61,0,1.61,0,1.61,0,1.61,0,0,0,0,17.74,6.45,3.23,0,3.23,0,6.45,1.61,1.61,0,0,4.84,1.61,3.23,0,0,3.23,0,0,0,3.23,0,12.9,14.52,0,8.06,0,0,8.06,1.61,0,0,0,0,1.61,0,0,0,0,0,0,9.68,8.06,0,0,0,0,0,0,0,1.61,0,0
2753,3510,2,social,67,29.82,94.96,1,53.85,13.4,13.43,77.61,49.25,19.4,14.93,2.99,1.49,0,10.45,0,4.48,2.99,11.94,10.45,5.97,7.46,0,20.9,2.99,1.49,0,0,2.99,1.49,1.49,0,0,0,0,17.91,0,0,0,11.94,17.91,7.46,2.99,4.48,0,2.99,0,2.99,2.99,0,0,1.49,0,0,0,0,5.97,5.97,2.99,0,0,0,7.46,8.96,0,8.96,2.99,2.99,2.99,0,2.99,2.99,0,0,0,0,0,0,0,0,0,8.96,7.46,0,0,0,0,0,0,0,1.49,0,0
2754,3515,1,science,32,30.41,99,18.52,81.93,8,6.25,96.88,59.38,15.62,15.62,0,0,15.62,0,0,0,12.5,6.25,6.25,6.25,18.75,0,18.75,6.25,0,6.25,0,0,3.12,3.12,0,0,0,0,15.62,0,0,0,0,9.38,0,3.12,6.25,3.12,0,3.12,0,0,0,0,0,0,0,0,0,12.5,0,0,3.12,9.38,0,0,21.88,0,18.75,3.12,6.25,9.38,0,3.12,6.25,0,0,0,3.12,0,0,3.12,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
2755,3515,1,social,31,97.44,62.65,78.86,25.77,7.75,25.81,64.52,45.16,6.45,3.23,0,0,0,3.23,0,3.23,12.9,12.9,3.23,3.23,6.45,0,6.45,0,0,0,9.68,0,0,0,0,0,0,0,6.45,0,0,6.45,0,6.45,0,3.23,0,0,0,3.23,0,0,0,0,0,0,0,0,0,6.45,0,6.45,0,0,0,6.45,0,0,25.81,9.68,9.68,6.45,0,0,0,0,0,0,0,0,0,0,0,0,12.9,12.9,0,0,0,0,0,0,0,0,0,0
2756,3517,1,science,19,12.81,85.38,4.05,25.77,9.5,10.53,84.21,63.16,15.79,15.79,0,5.26,5.26,0,5.26,0,5.26,10.53,21.05,0,5.26,10.53,26.32,0,0,0,0,0,0,0,0,0,0,0,15.79,0,0,0,0,10.53,0,0,5.26,0,0,5.26,0,0,0,0,10.53,5.26,5.26,0,0,5.26,5.26,0,0,0,0,0,21.05,5.26,10.53,0,10.53,0,0,0,0,0,0,5.26,0,0,0,0,0,0,15.79,5.26,0,0,0,0,5.26,0,0,5.26,0,0
2757,3517,1,social,12,93.26,95.2,23.51,25.77,12,16.67,83.33,50,8.33,8.33,0,0,0,8.33,0,0,8.33,16.67,8.33,0,8.33,0,16.67,0,0,0,8.33,0,0,0,0,0,0,0,16.67,0,0,16.67,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,8.33,8.33,0,25,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
2758,3521,1,science,40,78.3,30.86,27.99,1,13.33,15,90,52.5,10,7.5,2.5,0,0,0,5,0,2.5,20,7.5,5,5,5,32.5,0,0,0,0,2.5,5,0,5,0,2.5,0,7.5,0,0,0,0,22.5,0,2.5,10,5,0,5,0,0,0,0,2.5,0,2.5,0,0,7.5,0,0,5,2.5,0,0,30,2.5,20,10,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0
2759,3521,1,social,24,93.26,79.76,7.84,25.77,12,12.5,83.33,50,8.33,8.33,4.17,0,0,4.17,0,0,12.5,12.5,8.33,0,8.33,0,25,0,0,0,4.17,0,0,0,0,0,0,0,12.5,0,0,4.17,0,12.5,4.17,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,12.5,4.17,8.33,0,4.17,0,4.17,16.67,0,12.5,8.33,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
2760,3524,1,science,15,1,50,10.08,1,5,33.33,80,60,26.67,20,0,0,0,0,20,6.67,0,0,6.67,0,13.33,13.33,6.67,0,0,0,0,0,6.67,0,6.67,0,0,6.67,26.67,6.67,0,0,0,20,0,6.67,0,6.67,0,13.33,6.67,0,0,6.67,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,13.33,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,26.67,13.33,0,0,0,0,6.67,0,0,6.67,0,0
2761,3524,1,social,23,35.67,66.81,1,25.77,11.5,13.04,65.22,52.17,17.39,13.04,0,0,0,13.04,0,4.35,4.35,8.7,13.04,0,4.35,4.35,13.04,0,0,0,0,4.35,0,0,0,0,0,0,13.04,0,0,8.7,4.35,13.04,0,4.35,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,8.7,4.35,0,13.04,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,8.7,0,0,0,0,0,0,0,0,0,4.35
2762,3526,1,social,17,74.42,88.03,28.81,25.77,8.5,23.53,82.35,47.06,23.53,17.65,5.88,0,0,11.76,0,5.88,0,17.65,5.88,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,5.88,5.88,11.76,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,5.88,0,0,0,11.76,0,17.65,5.88,11.76,0,5.88,11.76,0,0,0,0,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0
2763,3532,1,social,41,2.38,99,1,25.77,10.25,24.39,82.93,60.98,24.39,21.95,4.88,9.76,0,7.32,0,2.44,2.44,4.88,14.63,4.88,9.76,2.44,24.39,0,0,2.44,0,0,0,0,0,0,0,0,29.27,0,0,7.32,0,24.39,4.88,7.32,9.76,0,0,2.44,2.44,2.44,0,0,0,0,0,0,0,21.95,19.51,9.76,2.44,0,0,4.88,9.76,0,7.32,2.44,4.88,0,0,9.76,0,0,0,0,0,0,0,0,0,0,9.76,9.76,0,0,0,0,0,0,0,0,0,0
2764,3536,1,science,16,72.69,10.58,1,25.77,3.2,18.75,62.5,25,6.25,6.25,6.25,0,0,0,0,0,6.25,0,6.25,0,0,6.25,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,12.5,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,31.25,31.25,0,0,0,0,0,0,0,0,0,0
2765,3536,1,social,2,93.26,50,1,25.77,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,3537,2,science,30,1.92,9.13,23.51,25.77,30,20,86.67,66.67,3.33,3.33,3.33,0,0,0,0,0,6.67,6.67,13.33,23.33,16.67,6.67,23.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6.67,3.33,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.33,0,13.33,0,13.33,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0
2767,3537,2,social,24,18.82,4.8,23.51,99,8,16.67,75,50,25,12.5,12.5,0,0,0,0,12.5,0,8.33,0,0,16.67,0,12.5,0,4.17,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,12.5,0,4.17,4.17,0,0,4.17,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
2768,3541,1,social,26,43.96,77.92,38.39,25.77,8.67,26.92,80.77,46.15,15.38,11.54,3.85,0,0,7.69,0,3.85,7.69,3.85,11.54,0,7.69,0,11.54,3.85,3.85,0,3.85,3.85,0,0,0,0,0,0,15.38,0,0,11.54,0,7.69,0,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,7.69,3.85,7.69,0,0,0,7.69,0,3.85,19.23,3.85,7.69,7.69,7.69,3.85,0,0,0,0,0,0,0,0,0,0,11.54,11.54,0,0,0,0,0,0,0,0,0,0
2769,3542,2,science,33,6.27,18.16,31.94,80.64,16.5,15.15,90.91,63.64,18.18,6.06,6.06,0,0,0,0,12.12,3.03,9.09,15.15,9.09,12.12,0,18.18,3.03,0,0,3.03,3.03,3.03,3.03,0,0,0,0,0,0,0,0,0,9.09,3.03,6.06,0,0,0,3.03,3.03,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,6.06,3.03,3.03,0,3.03,0,0,0,0,0,9.09,0,0,9.09,0,0,9.09,6.06,3.03,0,0,0,0,0,0,0,0,0
2770,3542,2,social,31,1,62.65,1,83.22,15.5,16.13,83.87,64.52,19.35,16.13,3.23,0,0,12.9,0,3.23,0,3.23,16.13,16.13,9.68,3.23,16.13,6.45,0,0,0,0,3.23,3.23,0,0,0,0,16.13,0,0,0,12.9,22.58,3.23,3.23,9.68,6.45,0,6.45,0,0,0,0,0,0,0,0,0,3.23,3.23,0,3.23,0,0,6.45,9.68,0,12.9,3.23,3.23,6.45,0,0,0,0,0,0,0,0,0,0,0,0,6.45,6.45,0,0,0,0,0,0,0,0,0,0
2771,3543,1,science,61,27.06,68.85,62.75,25.77,8.71,4.92,91.8,70.49,19.67,13.11,0,0,8.2,0,4.92,6.56,8.2,13.11,16.39,0,6.56,8.2,27.87,0,0,0,0,0,0,0,0,0,0,0,13.11,0,0,0,0,11.48,0,0,3.28,1.64,0,8.2,0,0,0,0,0,0,0,0,0,4.92,0,3.28,0,1.64,0,0,11.48,13.11,18.03,9.84,8.2,0,0,0,0,0,0,4.92,0,0,0,0,0,0,11.48,11.48,0,0,0,0,0,0,0,0,0,0
2772,3543,1,social,39,1,50,1,99,19.5,2.56,92.31,69.23,23.08,17.95,2.56,0,0,15.38,0,5.13,5.13,2.56,20.51,0,12.82,5.13,25.64,0,0,0,2.56,0,10.26,10.26,0,0,0,0,15.38,0,0,15.38,0,15.38,0,5.13,2.56,0,0,7.69,0,0,0,0,0,0,0,0,0,5.13,0,2.56,0,2.56,0,15.38,5.13,2.56,10.26,5.13,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,5.13,5.13,0,0,0,0,0,0,0,0,0,0
2773,3545,2,science,48,44.42,58.24,74.76,92.4,12,14.58,85.42,56.25,22.92,8.33,2.08,2.08,0,0,4.17,14.58,8.33,10.42,10.42,2.08,2.08,4.17,20.83,10.42,4.17,0,0,4.17,4.17,4.17,0,0,0,0,8.33,0,0,0,0,22.92,6.25,2.08,0,6.25,6.25,2.08,2.08,2.08,0,0,0,0,0,0,0,2.08,2.08,0,0,0,0,6.25,12.5,2.08,14.58,0,10.42,4.17,0,0,0,0,0,4.17,0,0,0,0,0,0,14.58,8.33,2.08,0,0,0,0,0,0,4.17,0,0
2774,3548,1,science,23,35.67,19.23,9.25,1,5.75,30.43,78.26,52.17,21.74,13.04,4.35,0,0,0,8.7,8.7,4.35,8.7,8.7,0,0,8.7,13.04,4.35,0,0,0,4.35,21.74,8.7,13.04,0,8.7,0,8.7,0,0,0,0,8.7,0,0,0,4.35,0,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,8.7,0,4.35,0,4.35,0,0,0,0,0,0,8.7,0,0,0,0,0,0,17.39,17.39,0,0,0,0,0,0,0,0,0,0
2775,3549,2,science,19,77.17,14.62,81.22,25.77,19,26.32,78.95,47.37,15.79,10.53,10.53,0,0,0,0,5.26,21.05,0,0,5.26,10.53,0,15.79,0,0,5.26,0,0,10.53,5.26,5.26,0,5.26,0,0,0,0,0,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,10.53,0,5.26,5.26,0,0,0,0,0,10.53,5.26,0,0,5.26,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
2776,3549,2,social,22,4.01,8.65,61.34,25.77,22,13.64,86.36,63.64,18.18,13.64,13.64,0,0,0,0,4.55,0,13.64,13.64,9.09,18.18,0,18.18,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,4.55,9.09,4.55,0,0,0,4.55,4.55,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,4.55,22.73,0,9.09,0,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
2777,3550,2,social,48,1,85.13,1,99,48,14.58,93.75,70.83,18.75,16.67,2.08,0,0,14.58,0,2.08,4.17,2.08,18.75,10.42,22.92,2.08,18.75,6.25,2.08,2.08,0,0,12.5,10.42,2.08,0,0,0,16.67,0,0,0,16.67,20.83,2.08,4.17,8.33,2.08,2.08,2.08,0,0,0,0,0,0,0,0,0,4.17,0,0,0,2.08,2.08,0,12.5,0,8.33,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.08,0,0,0,0,0,0,0,0,0,0
2778,3551,1,social,28,21.19,92.33,52.86,25.77,9.33,14.29,89.29,53.57,14.29,10.71,3.57,0,0,7.14,0,3.57,3.57,7.14,21.43,3.57,3.57,0,28.57,0,0,3.57,3.57,0,0,0,0,0,0,0,17.86,0,0,10.71,0,17.86,3.57,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,10.71,7.14,10.71,0,0,0,7.14,14.29,0,28.57,10.71,14.29,3.57,0,7.14,0,0,0,0,0,0,0,0,0,0,10.71,10.71,0,0,0,0,0,0,0,0,0,0
2779,3552,1,science,16,23.1,73.4,1,1,4,6.25,75,50,12.5,12.5,0,12.5,0,0,0,0,0,12.5,6.25,0,12.5,12.5,18.75,0,0,0,0,0,6.25,0,6.25,0,0,0,12.5,0,0,0,0,25,0,6.25,12.5,0,0,6.25,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,18.75,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,31.25,18.75,0,0,0,0,6.25,0,0,6.25,0,0
2780,3552,1,social,19,86.88,70.08,4.05,25.77,9.5,26.32,78.95,52.63,15.79,15.79,0,0,0,15.79,0,0,10.53,15.79,5.26,0,5.26,5.26,15.79,10.53,5.26,0,0,5.26,0,0,0,0,0,0,15.79,0,0,15.79,0,21.05,5.26,5.26,0,0,5.26,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,15.79,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,15.79,10.53,0,0,0,0,0,0,0,5.26,0,0
2781,3554,2,science,65,1,32.23,24.83,81.28,13,15.38,90.77,61.54,24.62,16.92,4.62,0,0,0,12.31,7.69,3.08,1.54,10.77,9.23,10.77,4.62,23.08,3.08,0,4.62,0,1.54,9.23,6.15,3.08,0,1.54,1.54,13.85,0,0,0,0,23.08,4.62,3.08,3.08,3.08,0,9.23,1.54,0,0,1.54,9.23,0,3.08,0,6.15,1.54,0,0,0,1.54,0,3.08,18.46,1.54,1.54,0,0,1.54,0,0,0,0,0,1.54,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
2782,3554,2,social,68,10.86,44.16,21.06,94.01,11.33,8.82,82.35,54.41,20.59,17.65,10.29,0,0,4.41,2.94,2.94,0,8.82,8.82,4.41,13.24,0,20.59,1.47,1.47,2.94,1.47,0,4.41,4.41,0,0,0,0,8.82,0,0,0,4.41,17.65,7.35,4.41,4.41,0,1.47,0,0,0,0,0,1.47,0,0,0,1.47,2.94,0,2.94,0,0,0,1.47,10.29,0,7.35,2.94,0,4.41,0,0,0,0,0,0,1.47,0,1.47,0,0,0,8.82,8.82,0,0,0,0,0,0,0,0,0,0
2783,3555,1,science,6,99,95.2,23.51,1,6,16.67,100,50,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
2784,3555,1,social,4,1,99,1,25.77,4,25,100,75,50,25,0,0,25,0,0,25,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
2785,3556,2,science,38,4.49,14.62,98.54,25.77,38,15.79,86.84,65.79,15.79,7.89,2.63,5.26,0,0,0,7.89,7.89,5.26,7.89,18.42,5.26,10.53,15.79,2.63,2.63,7.89,5.26,0,0,0,0,0,0,0,7.89,0,0,0,0,26.32,2.63,5.26,0,2.63,5.26,10.53,5.26,5.26,0,0,0,0,0,0,0,7.89,5.26,0,0,2.63,0,10.53,5.26,2.63,18.42,0,5.26,13.16,0,0,0,0,0,0,0,0,0,0,0,0,10.53,7.89,0,0,0,0,2.63,0,0,0,0,0
2786,3556,2,social,40,15.77,69.14,15.86,72.57,40,22.5,82.5,35,15,12.5,5,0,0,7.5,0,2.5,0,0,7.5,0,12.5,0,15,7.5,7.5,0,0,7.5,2.5,2.5,0,0,0,0,12.5,0,0,0,7.5,20,7.5,7.5,2.5,2.5,0,2.5,5,5,0,0,2.5,0,0,0,0,12.5,5,7.5,0,2.5,0,2.5,17.5,0,10,0,2.5,7.5,5,5,0,0,0,0,0,0,0,0,0,0,7.5,2.5,5,0,0,0,0,0,0,0,0,0
2787,3559,2,social,77,32.58,55.15,1,99,25.67,20.78,88.31,54.55,12.99,9.09,2.6,0,0,6.49,0,3.9,2.6,12.99,11.69,3.9,11.69,2.6,24.68,6.49,2.6,1.3,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,6.49,23.38,6.49,6.49,6.49,0,1.3,2.6,1.3,1.3,0,0,0,0,0,0,0,3.9,1.3,1.3,2.6,0,0,7.79,15.58,0,2.6,1.3,1.3,0,9.09,5.19,0,0,0,0,1.3,0,1.3,0,0,0,6.49,3.9,0,0,0,0,0,0,0,2.6,0,0
2788,3563,2,science,47,66.74,14.37,51.84,4.35,23.5,21.28,82.98,55.32,17.02,4.26,4.26,0,0,0,0,12.77,17.02,4.26,8.51,4.26,2.13,4.26,23.4,2.13,2.13,2.13,0,4.26,2.13,0,2.13,0,2.13,0,2.13,0,0,0,0,19.15,6.38,4.26,0,2.13,2.13,4.26,4.26,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,8.51,10.64,0,6.38,0,4.26,2.13,0,0,0,0,0,6.38,0,0,0,0,0,0,6.38,4.26,0,0,0,0,0,0,0,2.13,0,0
2789,3563,2,social,47,8.22,58.41,1.9,99,23.5,25.53,80.85,57.45,21.28,17.02,10.64,0,0,6.38,0,4.26,4.26,4.26,12.77,4.26,10.64,0,19.15,2.13,0,4.26,0,0,6.38,6.38,0,0,0,0,14.89,0,0,0,6.38,23.4,4.26,10.64,8.51,0,0,2.13,2.13,0,0,2.13,2.13,0,0,0,0,8.51,8.51,6.38,0,0,0,4.26,8.51,2.13,6.38,2.13,2.13,2.13,0,6.38,0,0,0,0,2.13,0,0,2.13,0,0,4.26,4.26,0,0,0,0,0,0,0,0,0,0
2790,3564,1,science,35,2.47,1,43.37,78.19,17.5,17.14,82.86,62.86,0,0,0,0,0,0,0,0,14.29,0,20,5.71,17.14,20,25.71,0,0,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,20,0,2.86,0,14.29,0,17.14,2.86,0,0,0,11.43,0,8.57,0,2.86,2.86,0,2.86,0,0,0,0,14.29,14.29,2.86,2.86,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,22.86,5.71,2.86,0,0,0,0,0,0,14.29,0,0
2791,3564,1,social,13,24.14,99,1.4,99,13,30.77,92.31,46.15,15.38,7.69,0,0,7.69,0,0,7.69,7.69,0,23.08,0,0,0,23.08,7.69,0,0,0,0,7.69,7.69,0,0,0,0,30.77,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,23.08,23.08,0,0,0,0,30.77,0,0,0,0,0,0,38.46,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
2792,3570,2,science,15,93.26,50,43.37,25.77,7.5,20,73.33,53.33,13.33,0,0,0,0,0,0,13.33,13.33,13.33,0,0,6.67,6.67,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,6.67,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,20,0,13.33,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0
2793,3570,2,social,16,38.6,26.6,7.84,99,16,18.75,81.25,37.5,12.5,12.5,12.5,0,0,0,0,0,0,6.25,6.25,0,12.5,0,31.25,0,0,0,0,0,12.5,12.5,0,0,0,0,6.25,0,0,0,0,18.75,0,12.5,6.25,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
2794,3572,1,science,23,1,66.81,27.39,1,11.5,17.39,82.61,69.57,21.74,13.04,0,0,4.35,0,8.7,8.7,4.35,8.7,8.7,17.39,13.04,8.7,13.04,0,0,8.7,0,0,4.35,0,4.35,0,0,0,13.04,0,0,0,0,13.04,0,8.7,0,0,0,4.35,4.35,0,0,4.35,4.35,0,4.35,0,0,4.35,0,0,4.35,0,0,0,17.39,0,13.04,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09,8.7,4.35,0,0,0,0,0,0,13.04,0,0
2795,3572,1,social,18,75.9,28.91,98.01,98.27,18,33.33,77.78,38.89,5.56,5.56,5.56,0,0,0,0,0,5.56,11.11,0,11.11,11.11,0,11.11,0,0,5.56,5.56,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,11.11,0,5.56,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,16.67,0,5.56,0,11.11,0,5.56,5.56,0,27.78,5.56,16.67,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
2796,3573,2,science,20,78.3,69.14,3.37,25.77,10,25,80,40,10,0,0,0,0,0,0,10,10,5,5,5,5,0,20,5,5,0,0,10,0,0,0,0,0,0,5,0,0,0,0,20,5,5,0,5,5,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,5,0,0,0,0,0,5,5,0,0,5,0,0,10,10,0,0,0,0,0,0,0,0,0,0
2797,3574,2,science,35,8.69,12.66,13.15,25.77,8.75,14.29,88.57,54.29,17.14,8.57,2.86,0,0,0,5.71,8.57,5.71,2.86,5.71,2.86,14.29,8.57,25.71,8.57,2.86,0,0,5.71,0,0,0,0,0,0,5.71,0,0,0,0,14.29,2.86,2.86,0,2.86,0,5.71,5.71,2.86,0,2.86,5.71,0,2.86,0,2.86,2.86,0,0,0,2.86,0,11.43,14.29,0,2.86,2.86,2.86,0,0,0,0,0,0,11.43,0,0,0,0,0,0,14.29,11.43,0,0,0,0,0,0,0,2.86,0,0
